player_id,name,ranking,weight,position,height,country_code,birthdate
p129129,Daryl Evans,,84,Universal,185,LC,4/8/1987
p129130,Charles Kaji,,73,Universal,192,LC,1/9/1983
p129131,Denny Samson,,76,Universal,185,LC,10/22/1986
p129132,Emmanuel Thomson,,80,Universal,185,LC,6/28/1990
p129133,Damien Arrondelle,,83,Middle-blocker,184,FR,2/27/1990
p129134,Timothy Leito,,85,Middle-blocker,193,FR,5/5/1996
p129135,Paul Quellery,,67,Outside Hitter,177,FR,5/9/1987
p129136,Rotilio Richardson,,77,Opposite,197,FR,2/2/1987
p129137,Julius Henry,,82,Outside Hitter,180,FR,11/5/1992
p129138,Yann Hodge,,75,Outside Hitter,177,FR,3/24/1993
p129139,Kareem Brooks,,60,Libero,179,FR,5/7/1996
p129140,David Williams,,105,Setter,176,FR,3/13/1981
p129141,Alberto Ogarro,,83,Setter,179,FR,1/15/1988
p129142,Ashille Brooks,,75,Outside Hitter,177,FR,5/7/1996
p129143,Julien Sponsper,,115,Opposite,183,FR,7/1/1991
p129144,Guillaume Bryan,,75,Middle-blocker,181,FR,12/19/1981
p129145,Elsworth Abbott,,82,Universal,188,VC,11/2/1979
p129146,Brian Burke,,77,Universal,177,VC,11/9/1970
p129147,Clint Dasouza,,72,Universal,180,VC,10/2/1979
p129148,Adolf David,,97,Universal,185,VC,12/12/1972
p129149,Jeff Edwards,,79,Universal,180,VC,12/28/1974
p129150,Cassius Franklyn,,85,Universal,188,VC,1/14/1983
p129151,Daryl Franklyn,,61,Universal,188,VC,9/24/1990
p129152,Aziza Quashie,,72,Universal,198,VC,12/28/1988
p129153,Dominic White,,81,Universal,183,VC,5/17/1981
p129154,Shaun Young,,83,Universal,177,VC,6/2/1974
p129155,Kevin Amerali,,,Universal,190,TT,10/4/1981
p129156,Justin Ayers,,,Middle-blocker,206,TT,9/16/1982
p129157,Shing Chung,,,Universal,,HK,
p129158,Colin Bernard,,81,Middle-blocker,205,TT,4/3/1987
p129159,Holis Charles,,80,Universal,190,TT,1/10/1986
p129160,Daryl David,,,Universal,,TT,
p129161,Abraham Eccles,,,Universal,,TT,
p129162,Kevin Edwards,,61,Universal,173,TT,12/12/1980
p129163,Keegan García,,,Universal,,TT,
p129164,Nigel Purcell,,,Universal,,TT,
p129165,Dave Raghonanan,,75,Universal,180,TT,4/28/1983
p129166,Adriel Roberts,,77,Middle-blocker,196,TT,11/2/1997
p129169,łukasz Jurewicz,,88,Outside Hitter,195,PL,7/24/2003
p129170,Damian Jabłoński,,70,Libero,176,PL,10/21/2003
p129171,Salah Abbasi,,59,Universal,192,DZ,7/16/1995
p129173,Arab Abderrahmane,,80,Universal,198,DZ,8/9/1990
p129174,Mohammed Abiadya,,78,Libero,172,DZ,10/23/1993
p129175,Aiman Aimer,,66,Universal,190,DZ,8/23/1994
p129176,Saad Amarat,,65,Libero,178,DZ,6/29/1991
p129177,Mohammed Amine,,65,Universal,192,DZ,1/14/1988
p129178,Harz Ammar,,78,Outside Hitter,190,DZ,8/1/1996
p129179,Amine Amrane,,,Universal,,DZ,
p129180,Yasser Amrat,,75,Opposite,196,DZ,3/27/1997
p129181,Anis Aouchiche,,80,Universal,194,DZ,8/9/1993
p129183,Mehrez Badani,,,Universal,,DZ,
p129184,Selim Belabbas,,,Universal,,DZ,
p129185,Toufik Belaïd,,92,Universal,197,DZ,1/16/1981
p129186,Sofiane Belakhdar,,69,Universal,189,DZ,11/1/1992
p129187,Aïssa Bemerabet,,,Universal,192,DZ,
p129188,Amine Ben Mosbah,,,Universal,,DZ,
p129189,Lofti Benhacène,,73,Universal,188,DZ,7/24/1991
p129190,Rachid Benhallal,,82,Universal,190,DZ,4/24/1980
p129192,Walid Benmanseur,,97,Libero,196,DZ,8/21/1975
p129193,Siefeddine Benmehena,,82,Middle-blocker,198,DZ,3/2/1994
p129194,Yasser Bensaber,,77,Universal,192,DZ,9/12/1993
p129195,Réda Berki,,,Universal,,DZ,
p129196,Abdelhak Bettache,,,Universal,,DZ,
p129197,Soulem Bilal,,,Universal,,DZ,
p129198,Ishak Bouadi,,78,Outside Hitter,194,DZ,3/2/1996
p129199,Arezki Bouaoudia,,,Universal,,DZ,
p129200,Chouaïb Bouchenak,,65,Universal,190,DZ,1/6/1992
p129202,Farouk Bouhessane,,,Universal,184,DZ,
p129203,Mahdi Bouhessane,,68,Universal,192,DZ,2/6/1993
p129204,Abdelhadi Bounékhala,,73,Libero,193,DZ,2/3/1997
p129205,Badreddine Boutefnouchet,,80,Universal,194,DZ,1/16/1981
p129206,Mohammed Brik,,87,Universal,199,DZ,7/25/1994
p129207,Said Ahmedov,,87,Opposite,194,AZ,11/6/2006
p129208,Zelek Zelek,,,Opposite,,PL,
p129210,Zaki Abdellah Chaouch,,77,Middle-blocker,197,DZ,1/5/1997
p129211,Beniamina Charefeddine,,65,Universal,196,DZ,3/6/1988
p129212,Mahdi Islam Cheddad,,87,Outside Hitter,193,DZ,2/4/1996
p129213,Ghani Chérief,,,Universal,,DZ,
p129214,Moussab Chérifi,,80,Universal,198,DZ,4/11/1993
p129215,Idris Dada,,70,Universal,192,DZ,1/21/1996
p129216,Rabah Dama,,,Universal,,DZ,
p129217,Abderrahen Debbih,,79,Setter,195,DZ,7/19/1987
p129218,Houcine Déhina,,65,Universal,194,DZ,1/5/1987
p129219,Fayçal Dif,,67,Libero,175,DZ,1/25/1991
p129220,Lamine Dif,,90,Universal,195,DZ,6/26/1996
p129221,Najib Dif,,82,Universal,182,DZ,8/17/1978
p129222,Ammar Dindane,,68,Libero,186,DZ,2/9/1995
p129224,Rafik Djoudi,7242,,Universal,181,DZ,
p129225,Sidi Mohammed Dour,,83,Libero,194,DZ,5/1/1998
p129226,Nabil El-Hadj,,,Universal,184,DZ,
p129227,Faouzi Fodil,,,Universal,,DZ,
p129228,Miloud Freïdj,,,Universal,198,DZ,
p129229,Allaâdine Gasmi,,,Universal,,DZ,
p12923,Stefan Lupu,,93,Middle-blocker,200,RO,5/28/1994
p129230,Hichem Gasmi,,,Universal,,DZ,
p129231,Boualem Ghémari,,,Universal,,DZ,
p129232,Mohammed Ridha Ghomari,,85,Universal,180,DZ,3/1/1991
p129233,Laïd Ghellati,,70,Universal,198,DZ,3/24/1987
p129234,Mohammed Haddad,,,Universal,,DZ,
p129235,Walid Hadroug,,65,Libero,184,DZ,9/1/1991
p129236,Mohammed Hamaïmi,,70,Middle-blocker,195,DZ,8/30/1996
p129237,Sofiane Hammouche,,,Universal,,DZ,
p129238,Adrar Hamza,,85,Universal,198,DZ,7/25/1987
p129239,Bouzerzour Haroun,,88,Universal,193,DZ,8/3/1985
p12924,Alexander Rodionov,4046,,Middle-blocker,207,RU,7/20/1990
p129240,Houcine Houache,,85,Middle-blocker,197,DZ,12/17/1990
p129241,Brahim Houaït,,,Universal,,DZ,
p129242,Bilal Idir,,75,Libero,188,DZ,1/13/1995
p129243,Khaled Issahnane,,,Universal,191,DZ,
p129245,Mohammed Ali Kasse,,71,Outside Hitter,194,DZ,3/20/1990
p129246,Hichem Kénoufi,,60,Universal,187,DZ,11/9/1987
p129247,Ahmed Khernache,,85,Universal,198,DZ,5/23/1988
p129248,Rafik Ladham,,,Universal,,DZ,
p129249,Yassine Lamri,,89,Universal,196,DZ,7/17/1986
p129250,Ibrahim Laouadi,,,Middle-blocker,206,DZ,
p129251,Moussa Laouadi,,70,Universal,196,DZ,1/16/1994
p129252,Ramzi Mabkhout,,85,Universal,193,DZ,11/20/1982
p129253,Adel Mahmoudi,,74,Libero,180,DZ,9/6/1980
p129254,Tarik Malek,,76,Middle-blocker,196,DZ,12/24/1995
p129255,Raouf Maouche,,63,Universal,192,DZ,5/23/1994
p129256,Attil Massinissa,,60,Universal,193,DZ,4/5/1987
p129257,Tarik Mébarki,,,Universal,,DZ,
p129258,Messaoud Mékarta,,,Universal,190,DZ,
p129259,Mohammed Djoudi,,60,Universal,190,DZ,7/26/1988
p129260,Djamel Noui,,77,Universal,183,DZ,3/22/1992
p129261,Nadhir Othmani,,70,Universal,196,DZ,7/26/1993
p129262,Ramzi Ouchène,,85,Middle-blocker,196,DZ,
p129263,Tarik Oulebsir,,70,Universal,191,DZ,5/5/1994
p129264,Hacène Rébahi,,,Universal,180,DZ,
p129265,Redouane Alkouche,,65,Universal,188,DZ,12/19/1987
p129266,Abdelaziz Righi,,,Universal,190,DZ,
p129267,Mohammed Sabri,,60,Universal,192,DZ,6/16/1993
p129268,Salaheddine Saïdi,,88,Universal,196,DZ,7/26/1978
p129269,Yasser Saïfeddine,,56,Universal,187,DZ,1/12/1993
p129270,Omar Saïfi,,,Universal,191,DZ,
p129271,Kaced Salim,,63,Universal,191,DZ,7/28/1987
p129272,Yasser Sayah Meddour,,84,Setter,193,DZ,11/14/1995
p129273,Salim Sébiane,,71,Setter,188,DZ,1/1/1991
p129274,Lekheïr Semmar,,,Universal,194,DZ,
p129275,Hacène Sola,,,Universal,,DZ,
p129276,Mohammed Taleb,,,Universal,,DZ,
p129277,Nassim Tartag,,87,Universal,196,DZ,3/26/1988
p129278,Yassine Bennaceur,,65,Universal,191,DZ,5/8/1987
p129279,Malik Yahia Assia,,,Universal,,DZ,
p129280,Chahine Zaïchi,,,Universal,,DZ,
p129281,Youssef Zerrouki,,90,Universal,203,DZ,7/24/1983
p129282,Mohammed Zitouni,,68,Setter,184,DZ,1/21/1995
p129283,Mohammed Zouakh,,68,Opposite,191,DZ,4/28/1992
p129284,Isaiah Bannye,,,Universal,183,BW,
p129285,Thomas Chifu,,,Universal,,BW,
p129286,Godiraone Diang,,,Universal,,BW,
p129287,Uponi Gabobewe,,,Universal,,BW,
p129288,Sikuku Igambe,,,Universal,198,BW,
p129289,Sekao Jack,,,Universal,,BW,
p129290,Tebogo Koobatlile,,,Universal,,BW,
p129291,Lebani Kula,,,Universal,,BW,
p129292,Taolo Lebakeng,,,Universal,,BW,
p129293,Phemelo Lekoko,,,Universal,,BW,
p129294,Lebogang Magote,,,Universal,,BW,
p129295,Emmanuel Mahlunge,,,Universal,,BW,
p129296,Bakang Marumo,,,Universal,,BW,
p129297,Shaba Mathlo,,,Universal,,BW,
p129298,Mompati Mere,,,Universal,,BW,
p129299,Shadrack Modiaotla,,,Universal,,BW,
p129300,Kabo Moetse,,,Universal,194,BW,
p129301,Maatla Mogapi,,,Universal,,BW,
p129302,Ontiretse Mosiniyi,,,Universal,,BW,
p129303,Bokoa Nagafela,,,Universal,188,BW,
p129304,Nelson Nkhwinya,,,Universal,197,BW,
p129305,Tiroyaone Otimile,,,Universal,,BW,
p129306,Molebi Rabosigo,,,Universal,,BW,
p129307,Thabang Ramochele,,,Universal,,BW,
p129308,Pastor Rebabonye,,,Universal,201,BW,
p129309,Thabo Seitshiro,,,Universal,,BW,
p129310,Boitumelo Setlhomo,,,Universal,,BW,
p129311,Moemedi Siphambe,,,Universal,,BW,
p129312,Phenyo Thebeng,,,Universal,186,BW,
p129313,Abdoulaye Adamou,,,Universal,187,BF,
p129314,Aristide Bélemsogbo,,,Universal,190,BF,
p129315,Aziz Déra,,,Universal,194,BF,
p129316,Bakary Diallo,,,Universal,177,BF,
p129317,François Kambiré,,,Universal,193,BF,
p129318,Harouna Konaté,,,Universal,174,BF,
p129319,Issouf Koné,,,Universal,186,BF,
p129320,Carlos Ouédraogo,,,Universal,,BF,
p129321,Ismaël Sawadogo,,,Universal,,BF,
p129322,Gaoussou Sidibé,,,Universal,190,BF,
p129323,Simon Somda,,,Universal,183,BF,
p129324,Blanchard Somé,,,Universal,188,BF,
p129325,Fabrice Somé,,,Universal,190,BF,
p129326,Dit Sourabi,,,Universal,185,BF,
p129327,Karim Sourabié,,,Universal,,BF,
p129328,Aizat Azmakhan,,,Opposite,186,,4/21/2003
p129329,Azamat Balaginov,,,Libero,184,,1/31/1992
p129330,Rustam Gilyazutdinov,,,Outside Hitter,196,,3/25/1995
p129331,Askar Serik,,80,Middle-blocker,201,,9/28/1997
p129332,Niyaz Nurgazin,,,Setter,191,,10/13/1999
p129333,Almas Karish,,,Outside Hitter,190,,8/26/1998
p129334,Nurgali Kozhataev,,,Middle-blocker,200,,5/27/1994
p129339,Islam Zhumabekov,,77,Libero,180,,10/2/1995
p12936,Ramiro Nielson,5350,85,Outside Hitter,189,AR,5/13/1996
p129364,Filip Grzybowski,,,Outside Hitter,,PL,
p129365,Damian Kogut,,90,Outside Hitter,190,PL,
p129366,Wojciech Madej,,88,Setter,178,PL,
p129367,Bartek Soboniak,,90,Middle-blocker,189,PL,3/15/2003
p129368,Wiktor Płatkowski,,98,Opposite,193,PL,
p129371,Uulu Kozhomberdi,,76,Setter,185,KG,1/1/2001
p129376,Zhunusov Omurbek,,87,Outside Hitter,197,KG,10/1/1997
p129377,Umarov Doorbek,,78,Libero,175,KG,9/29/1985
p129378,Musaev Zhamalidin,,80,Setter,183,KG,5/9/1992
p129380,Hesam Frood,,70,Outside Hitter,187,IR,8/5/2007
p129381,Gazinur Uulu Damir,,84,Opposite,193,KG,7/7/1993
p129382,Absatarov Kutmanbek,,75,Libero,180,KG,12/26/1995
p129383,Paolo Gioele Brucia,,,Universal,,IT,1/1/1998
p129384,Víctor Tafuri,,112,Outside Hitter,200,BR,11/19/2004
p129385,Ergesh Uulu Medetbe,,76,Setter,185,KG,1/20/1994
p129386,Toktaev Nurmukhammed,,73,Outside Hitter,180,KG,11/29/1994
p129387,Zheenbek Uulu Zhantemir,,78,Outside Hitter,190,KG,11/1/2001
p129388,Medetbek Uulu Nurislam,,85,Middle-blocker,197,KG,9/15/2000
p129389,Donald Béruburundi,,,Universal,,BI,
p129390,Patrick Bizimungu,,,Universal,,BI,
p129391,Paterne Dukundané,,,Universal,,BI,
p129392,Yvan Dukundané,,,Universal,,BI,
p129393,Hugues Igiranéza,,,Universal,,BI,
p129394,Jean-de-Dieu Iradukunda,,,Universal,,BI,
p129395,Pacifique Iradukunda,,,Universal,,BI,
p129396,Axel Muhoza,,,Universal,,BI,
p129397,Alain Muvunyi,,,Universal,,BI,
p129398,Fleury Muyuka,,,Universal,,BI,
p129399,Eric Ndayipfukamiyé,,,Universal,,BI,
p129400,Sixte Ndéragakura,,,Universal,,BI,
p129401,Fiston Niyongabo,,,Universal,,BI,
p129402,Mayamat Abakaka,,,Universal,,CM,
p129403,Yves Amang,,,Universal,194,CM,
p129404,Achille Amgba,,,Universal,,CM,
p129405,René-Brier Bahanag Koo,,,Universal,,CM,
p129406,Théophile Bouam,,,Universal,178,CM,
p129407,Mongo Dassa,,,Universal,185,CM,
p129408,Serge Dikoundou,,,Universal,190,CM,7/15/1975
p129409,Pierre Djarmaïla,,,Universal,192,CM,
p129412,Wilya Ekwa,,,Universal,185,CM,
p129413,Maxime Elamé,,,Universal,185,CM,
p129414,Thomas Fouda,,,Universal,190,CM,
p129415,Thibault-Cyrille Guilanga,,,Universal,,CM,
p129416,Thierry Kassi,,,Universal,,CM,
p129417,Umirbek Rakhimov,,90,Opposite,200,UZ,3/29/2003
p129418,Yvan Loumboua,,,Universal,187,CM,
p129419,Audelin Pokem Mbakop,,90,Outside Hitter,190,CM,1/16/1996
p129420,Patrice Mboglen Bion,,,Universal,188,CM,
p129421,Luis Mbongo,,,Universal,182,CM,
p129422,Olomo Mmira,,,Universal,192,CM,
p129424,Yannick Moto,,,Universal,192,CM,
p129425,Roland Moukam,,,Universal,182,CM,
p129426,Didier Myuntu,,,Universal,191,CM,
p129427,Alphonse-Vincent Ndaki Mboulet,,,Universal,180,CM,
p129428,François Nganthé,,,Universal,191,CM,
p129429,Arnold Njiban,,,Universal,183,CM,
p129430,Jérôme Nono Douamo,,,Universal,190,CM,
p129431,Didier Nsombi Essoh,,,Universal,190,CM,
p129432,Fabien Nsounfon,,,Universal,183,CM,
p129433,Aristide Ntongo Yété,,,Universal,,CM,
p129435,Martin Nwastock,,,Universal,194,CM,11/16/1977
p129436,Eric-Franklin Nyambé,,,Universal,198,CM,
p129438,Joël Nyandji,,,Universal,190,CM,
p129439,Martial Ondoua,,,Universal,190,CM,
p129440,Poumoune Paggo,,,Universal,190,CM,
p129441,Willie Tchappi,,,Universal,193,CM,
p129442,Nbjaya Tchounké,,,Universal,180,CM,
p129443,Ghislain Youdom Kammoé,,,Universal,,CM,
p129444,Nivaldo Alves,,,Universal,205,,
p129445,Steven Alves,,,Universal,190,,
p129446,Paulo Cardos,,,Universal,,,
p129447,Júnior Correira,,,Universal,,,
p129448,Paulo Fernandes,,,Universal,180,,
p129449,Heriberto Gomes,,,Universal,196,,
p129450,Américo Lopes,,,Universal,186,,
p129451,Valter Luz,,,Universal,196,,
p129452,Eder Rosário,,,Universal,,,
p129453,Jeaniny Santos,,,Universal,178,,
p129454,Elissandro Silva,,,Universal,,,
p129455,Alonso Serrano,,,Middle-blocker,,ES,
p129456,Dave Béléméné,,,Universal,,CD,
p129457,Déverel Chirac,,,Universal,,CD,
p129458,Joseph Dzoualou,,,Universal,,CD,
p129459,Enal Evany,,,Universal,,CD,
p129460,Davy Kouéhouassazo,,80,Universal,194,CD,11/1/1980
p129461,Lilian Mabickas,,,Universal,,CD,
p129462,Grâce Matingou,,,Universal,,CD,
p129463,Doven Mbou,,,Universal,,CD,
p129464,Ben Ngonga,,,Universal,,CD,
p129465,Urbain Nkoukou,,,Universal,,CD,
p129466,Jean-Jacques Oyona,,,Universal,,CD,
p129467,Frank Tessani,,,Universal,,CD,
p129468,Djimmy Aloni,,,Universal,,,
p129469,Saïdi Amisi,,,Universal,175,,
p129470,Ousman Badiya,,69,Universal,184,,11/27/1993
p129471,Pipiche Bayindu,,,Universal,,,
p129472,Badibanga Betu,,,Universal,183,,
p129473,Reagen Bofari,,79,Universal,192,,12/25/1992
p129474,Pitchou Buayi,,,Universal,171,,
p129476,Béra Evans,,,Universal,195,,
p129477,Théodore Hyango,,90,Universal,187,,8/7/1993
p129478,Ivess Imboloko,,,Universal,188,,
p129479,Djo Indinga,,72,Universal,192,,1/11/1993
p129480,Watshimanyi Kabamba,,,Universal,174,,
p129481,Kalembo Kabangu,,,Universal,183,,
p129482,Guélord Kadima,,71,Universal,174,,5/12/1993
p129483,Betukumeu Kananglia,,,Universal,175,,
p129484,Fabrice Kanyinda,,,Universal,196,,
p129485,Boniface Kazadi,,,Universal,189,,
p129486,Maxime Kazadi,,80,Universal,182,,10/1/1993
p129487,Djo Kembo,,,Universal,201,,
p129488,Ramazani Lobota,,,Universal,188,,
p129489,Emile Manigera,,80,Universal,182,,3/16/1992
p129490,Muledi Mbaki,,,Universal,184,,
p129491,Kabeya Mbiyaki,,,Universal,183,,
p129492,Francis Mujani,,80,Universal,192,,5/17/1992
p129493,Wamukonkole Mukonkole,,,Universal,180,,
p129494,Francis Muyk,,,Universal,205,,
p129495,Pablo Ndambu,,,Universal,,,
p129496,Inan Ngoténi,,,Universal,185,,
p129497,Armand Nkomgolo,,,Universal,186,,
p129498,Armand Numbunzu,,,Universal,195,,
p129499,Watshiani Tshiani,,,Universal,174,,
p129500,Patrick Tshibangu,,72,Universal,189,,3/4/1992
p129501,Tshitshi Tshidendé,,68,Universal,193,,11/15/1993
p129502,Rodrigue Tshikanda,,76,Universal,192,,12/25/1993
p129503,N'goran Aggré,,,Universal,,CI,
p129504,Martial Boké,,,Universal,,CI,
p129505,Aguilas Cobon,,,Universal,,CI,
p129506,Dominique Coulibaly,,,Universal,,CI,
p129507,Massa Coulibaly,,,Universal,173,CI,
p129508,Amadou Diakité,,,Universal,,CI,
p129510,Paul Essoh,,,Universal,,CI,
p129511,Jésuabé Godeu Dapieu,,,Universal,,CI,
p129512,Aymard-Paterne Kabran,,,Universal,,CI,
p129513,Saturnin Koffi,,,Universal,,CI,
p129514,José-Alexandre Koménan,,,Universal,,CI,
p129515,Fulgence Kouakou,,,Universal,,CI,
p129516,Fabrice Kouassi,,,Universal,,CI,
p129517,Hervé Kouassi,,,Universal,,CI,
p129518,Aimé Mélessé,,,Universal,,CI,
p129519,Abel Ndri,,,Universal,,CI,
p129520,Crépin Ndri,,,Universal,,CI,
p129521,Darus Ouraga,,,Universal,,CI,
p129522,Eric Yobouet,,,Universal,,CI,
p129523,Honoré Zadi,,,Universal,,CI,
p129524,Hayato Abu Sadik,,,Universal,,ET,
p129525,Umer Ammedine,,,Universal,187,ET,
p129526,Tesfaye Aneche,,,Universal,,ET,
p129527,Opa Aynalem,,,Universal,196,ET,
p129528,Sata Bilihatu,,,Universal,,ET,
p129529,Dibancho Birmanu,,,Universal,193,ET,
p129530,Gichamo Birmanu,,,Universal,193,ET,
p129531,Samuel Biruk,,,Universal,193,ET,
p129532,Girma Dake,,,Universal,189,ET,
p129533,Debancho Dea,,,Universal,179,ET,
p129534,Zehihun Dossa,,,Universal,192,ET,
p129535,Adanke Esayas,,,Universal,180,ET,
p129536,Data Ganebo,,,Universal,196,ET,
p129537,Kuchare Kuma,,,Universal,186,ET,
p129538,Terefe Lefebo,,,Universal,,ET,
p129539,Loha Lodiso,,,Universal,,ET,
p129540,Lodisso Mikitu,,,Universal,192,ET,
p129541,Hailemichael Moliso,,,Universal,179,ET,
p129542,Kasahun Moliso,,,Universal,189,ET,
p129543,Minale Nebyu,,,Universal,194,ET,
p129544,Asaro Safato,,,Universal,182,ET,
p129545,Surka Salalo,,,Universal,184,ET,
p129546,Maiw Selemon,,,Universal,199,ET,
p129547,Tegegn Sendabo,,,Universal,,ET,
p129548,Tadese Tantu,,,Universal,,ET,
p129549,Hunegnaw Woldegiorgis,,,Libero,,ET,
p129550,Assefa Yonatan,,,Universal,188,ET,
p129551,Tadiwos Zeleke,,,Universal,187,ET,
p129552,Bedrettin çakır,,,Middle-blocker,,TR,
p129553,Konstantinos Anagnostopoulos,,,Libero,,GR,
p129555,Brice Bagafou,,,Universal,,GA,
p129556,Paolo Békalé,,,Universal,,GA,
p129557,Arlet Bougoindzi,,,Universal,188,GA,
p129558,Miguel Dibangoyé,,,Universal,198,GA,
p129559,Fortunet Ella,,,Universal,184,GA,
p129560,Erick Koumba,,,Universal,175,GA,
p129561,Bélenger Madengué,,,Universal,187,GA,
p129562,Dan Mateya,,,Universal,193,GA,
p129563,Gav Mavoungou,,,Universal,186,GA,
p129564,Yann Mboumba,,,Universal,189,GA,
p129565,Evran Mouélé,,,Universal,178,GA,
p129566,Herblain Ngoussi,,,Universal,170,GA,
p129567,Lino Romaric,,,Universal,,GA,
p129568,Steve Tsoungat,,,Universal,,GA,
p129569,Oussainou Jatta,,,Universal,,GM,
p129570,Alieu Njie Pa,,,Universal,,GM,
p129571,Jordan Agbavenu,,,Universal,,GH,
p129572,Mashud Abdulganiyu,,,Universal,,GH,
p129573,Seido Ajanako,,,Universal,,GH,
p129574,Niijohn Armah,,,Universal,,GH,
p129575,John Arthur,,,Universal,,GH,
p129576,Bernard Attom,,,Universal,,GH,
p129578,Daniel Benefo,,,Universal,,GH,
p129579,Francis Fiagbe,,,Universal,,GH,
p129580,Augustine Gyamena,,,Universal,,GH,
p129581,Mustapha Marfo,,,Universal,,GH,
p129582,Alseny Sacko,,,Universal,,GN,
p129583,Oumar Cissé,,,Universal,,GN,
p129584,Sayon Oularé,,,Universal,,GN,
p129585,Ismaël Camara,,,Universal,,GN,
p129586,Mamadou Salion,,,Universal,,GN,
p129587,Ibrahima Diaby,,,Universal,,GN,
p129588,Mory Sano,,,Universal,,GN,
p129589,Ibrahima Dramé,,,Universal,,GN,
p129590,Séjou Chérif Ba,,,Universal,,GN,
p129591,Mory Camora,,,Universal,,GN,
p129592,Karim Sylla,,,Universal,,GN,
p129593,Amadou Barry,,,Universal,,GN,
p129595,Elisha Aliwa,,78,Setter,186,KE,5/27/1990
p129596,Faustine Baraza,,,Libero,182,KE,
p129597,Solomon Bitok,,,Middle-blocker,205,KE,
p129598,Isaac Bor,,,Universal,196,KE,
p129599,Charles Bosir,,,Universal,174,KE,
p129601,Hudson Chesoli,,,Universal,,KE,
p129602,David Kebenei,,86,Opposite,192,KE,10/24/1990
p129603,Sam Khaoya,,,Universal,,KE,
p129605,Peter Kibata,,,Libero,172,KE,
p129606,Paul Kibitok,,,Universal,199,KE,
p129607,Timon Kimutai,,,Universal,193,KE,
p129609,David Kinga,,,Libero,158,KE,
p129610,Nicholas Kipchirchir,,,Universal,,KE,
p129611,Roggers Kipkirui,,,Universal,194,KE,
p129612,Jairus Kipkosgei,,,Universal,,KE,
p129613,Kelvin Kipkosgei,,,Universal,192,KE,
p129614,Cornelius Kiplagat,,,Outside Hitter,186,KE,
p129615,Sila Kipruto,,,Universal,195,KE,
p129616,Daniel Kiptoo,,,Setter,172,KE,
p129617,Gideon Kiprono,,,Universal,196,KE,
p129619,Jacob Kirwa,,,Universal,192,KE,
p129620,Ronald Kirwa,,,Middle-blocker,,KE,
p129621,Willy Kipkorir,,82,Universal,193,KE,8/12/1976
p129624,Nicholas Lagat,,,Setter,190,KE,
p129625,Jason Maina,,,Universal,197,KE,
p129627,Sila Kipchirchir,,80,Universal,192,KE,5/3/1978
p129628,Elphas Makuto,,,Universal,188,KE,
p129630,Saul Masaba,,,Universal,195,KE,
p129634,Dennis Mokua,,86,Middle-blocker,186,KE,5/9/1980
p129636,Frederick Muiruru,,,Libero,,KE,
p129637,Bonventry Mukekhe,,,Outside Hitter,194,KE,
p129638,Simon Murei,,,Universal,195,KE,
p129640,Bernard Musumba,,84,Universal,194,KE,4/4/1981
p129643,Jackson Mwambia,,,Universal,182,KE,
p129644,Stephen Ndung'u,,,Libero,170,KE,
p129645,Murimi Ngochi,,,Universal,185,KE,
p129646,Michael Njoroge,,,Outside Hitter,187,KE,
p129648,John Nyawira,,,Universal,180,KE,
p129649,Ibrahim Odindo,,,Universal,194,KE,
p129652,Patrick Owino,,,Universal,189,KE,
p129653,Wesley Rono,,85,Middle-blocker,193,KE,12/22/1987
p129654,Abraham Rotich,,,Universal,182,KE,
p129655,Jeremiah Rotich,,77,Libero,181,KE,2/10/1974
p129657,Laban Simiyu,,80,Setter,189,KE,9/2/1986
p129658,Dunson Tali,,82,Universal,189,KE,1/27/1980
p129659,Joseph Waiganjo,,,Universal,183,KE,
p129660,Bilasio Walubengo,,,Universal,181,KE,
p129661,Hudson Wanyama,,,Universal,187,KE,
p129662,Alex Withera,,,Universal,190,KE,
p129663,Thabelo Botloave,,,Universal,184,LS,
p129664,Rampesa Leabua,,,Universal,179,LS,
p129665,Moholo Lekomola,,,Universal,187,LS,
p129666,Motlalekhosi Letsie,,,Universal,179,LS,
p129667,Realeboha Macheli,,,Universal,181,LS,
p129668,Tumisang Machesa,,,Universal,180,LS,
p129669,Teboho Magekoane,,,Universal,182,LS,
p129670,Limpho Makara,,,Universal,189,LS,
p129671,Makhabane Marumo,,,Universal,186,LS,
p129672,Liteboho Molaoa,,,Universal,189,LS,
p129673,Montoeli Moshoeshoe,,,Universal,173,LS,
p129674,Teboho Phokejoe,,,Universal,179,LS,
p129675,Letuka Shelile,,,Universal,187,LS,
p129676,Mokofeng Thoto,,,Universal,172,LS,
p129677,Michel Rako,,,Universal,,MG,
p129678,Chilango Mkwate,,58,Universal,170,MW,6/10/1979
p129679,Lumbani Mkandawire,,68,Universal,180,MW,4/30/1989
p129680,Paul Malange,,85,Universal,178,MW,7/27/1965
p129681,Luke Kamvazina,,69,Universal,182,MW,12/7/1976
p129682,Chota Mwenefumbo,,77,Universal,182,MW,5/25/1983
p129683,Ndaona Kauwa,,67,Universal,180,MW,6/8/1975
p129684,Steve Kauwa,,62,Universal,188,MW,12/10/1979
p129685,Kinos Gondwe,,70,Universal,170,MW,4/25/1984
p129686,Welton Munthali,,75,Universal,179,MW,8/21/1984
p129687,James Mangani,,72,Universal,168,MW,9/24/1964
p129688,McGodwin Mangani,,78,Universal,179,MW,10/8/1984
